country,description,name,num_ratings,rating,rum_type
Trinidad and Tobago,"Angostura 1919 rum is produced in Trinidad by blending a combination of light and heavy molasses distilled rums. These rums spend at least 8 years aging in American oak bourbon barrels.  The name Angostura ""1919"" refers to the event in 1932 when Angostura's distillery was destroyed by fire. Miraculously, a handful of barrels filled with rum from 1919 survived and were purchased by J.B. Fernandes - the master blender of Fernandes Distillers. ",Angostura 1919 8-Year,371,6.9,Aged
Caribbean,"Plantation Barbados 5-Year rum is distilled from molasses and aged 5 years in bourbon casks before being transported to France for further 'finishing' in Cognac casks. Plantation rum is owned by the French company Cognac Ferrand, which was founded in 1989 and produces wine, gin, and other spirits to sell in over 40 countries. The Plantation range includes 7 vintages from different Caribbean countries and 3 blends of multiple regions. ",Plantation Barbados 5-Year,373,7.2,Aged
Bermuda,"The James Gosling family business first produced Gosling Black Seal rum in 1806, and it is now the oldest surviving business on the island of Burmuda. Gosling 'Black Seal' rum received it's name from the black wax originally used to seal the bottles. It is Bermuda's most widely exported product and considered the nation's national drink. ",Gosling's Black Seal,394,6.5,Dark
Barbados,,Bumbu Original,394,6.4,Aged
Puerto Rico,"Bacardi 8-Year is a blended rum, filtered using the Bacardi-pioneered charcoal filtering system and aged for eight years.  This rum was not released to the public until 1995, when the first limited edition Bacardi 8 was sold with a sherry oak finish in a Baccarat crystal decanter. Despite a price tag of $400 per bottle, the rum was hugely popular and led to the larger release of the blend without the collectors' features and price. ",Bacardi 8,403,6.7,Aged
Nicaragua,"A sugar-free 12-year old, ultra premium rum that is sustainably produced (Carbon Neutral & Fair Trade certified). From a 5th generation family estate, it is naturally aged without artificial ingredients, distilled 100% with renewable energy and KOSHER certified. A full-bodied rum with a long and smooth finish that lingers in the palate. Best enjoyed in a Rum Old Fashioned or with a splash of premium sparkling water or ginger ale and an orange twist. ",Flor de Caña 12-Year,408,6.9,Aged
Dominican Republic,,Kirk and Sweeney 23-Year,203,8.4,Aged
"Venezuela, Bolivarian Republic of","Diplomatico Ambassador Selection is a limited edition rum crafted from 100% still pot rums and aged for a minimum of 12 years. Like its counterparts, the rum originates from Venezuela and is aged in ex-bourbon casks. The rum has a high strength and does not contain any sweeteners, caramel or other additives which means it does not require chill filtration.  ",Diplomatico Ambassador Selection,204,9.0,Aged
Jamaica,,Appleton Estate Signature Blend,205,5.6,Aged
Jamaica,,Smith and Cross Navy Strength,205,7.5,Gold
Barbados,"Produced in Barbados by master distiller Richard Seale, the rums in Doorly XO have been aged a minimum of 6 years before finishing in Olorosco sherry casks. The second maturation in sherry casks is rare and gives Doorly XO its unique flavour.  ",Doorly's XO,216,7.1,Aged
Puerto Rico,,Bacardi Carta Blanca,221,2.7,Light
Jamaica,,Appleton Estate Rare Blend 12-Year,223,7.4,Aged
Barbados,RL Seales 10 Year is a premium rum produced and bottled in Barbados by Foursquare Distillery. It is aged in oak barrels for a minimum of ten years prior to blending.   ,RL Seale 10-Year,226,7.6,Aged
Dominican Republic,"Brugal Anejo rum is a blend of rums aged 3 to 5 years in used American white Oak barrels that previously held whiskey and bourbon. The rum is produced in the Dominican Republic by Brugal & Co., a company that was founded in the late 1800s by the Spaniard Andrés Brugal Montaner. Today, the Brugal rum company remains largely in the control of  Montaner's direct descendants. ",Brugal Añejo,227,5.5,Gold
Trinidad and Tobago,"Angostura 1824 rum is a blend of rums aged for at least 12 years in oak barrels. The aged rums are blended, re-casked, and upon maturity hand-drawn for bottling. 
 This rum is named and crafted in honor of Dr. Johann Siegart's founding of Angostura house in the city of Angostura, Venezueala in 1824.  Angostura 1824 rum production is now based in Trinidad. ",Angostura 1824 12-Year,228,7.6,Aged
Caribbean,,Plantation 3 Stars Artisanal,230,7.1,Light
Jamaica,"Distilled using small-batch copper pot stills uniquely designed for Appleton Estate, this rum is a blend of several rums aged 21 years in American oak barrels. Once blended, the rum is re-casked for two years to marry the flavors.   Appleton Estate 21-year rum is produced in Jamaica on one of the country’s oldest and most renowned sugar estates. Each bottle is individually numbered and comes with a signed aging certificate by master blender Joy Spence. ",Appleton Estate 21-Year,239,8.2,Aged
Panama,"Zafra Master Reserve 21 is a premium rum distilled in Panama, at Las Cabras Distillery, by master blender Francisco ""Don Pancho"" Fernandez. The rum is made from molasses and aged in American bourbon barrels for at least 21 years.  ",Zafra Master Reserve 21,245,8.2,Aged
Dominican Republic,"Brugal 1888 is 'double aged', first aged up to 8 years in American oak barrels followed by Spanish oak sherry casks for up to 6 years. ",Brugal 1888,257,7.5,Aged
Puerto Rico,"Bacardi Gold rum is manufactured in Puerto Rico where it is distilled from fermented molasses.  It is then filtered through charcoal and aged in charred oak barrels for between 1 and 2 years. Unlike Bacardi Superior, Bacardi Gold is only filtered once. Bacardi's official logo, a fruit bat, dates to 1862 when founder Don Facundo Bacardi found fruit bats living in rafters of the building he bought to house the distillery. Bats are considered an omen of good luck in Cuba and have emblazoned Bacardi rum bottles ever since. ",Bacardi Gold,259,4.3,Gold
Nicaragua,"A sugar-free 7-year old super premium rum that is sustainably produced (Carbon Neutral & Fair Trade certified). From a 5th generation family estate, it is naturally aged without artificial ingredients, distilled 100% with renewable energy and KOSHER certified. A full-bodied rum with a long and smooth finish that lingers in the palate. Best enjoyed in a Mojito or with sparkling water or ginger ale. ",Flor de Caña Gran Reserva - 7-Year,261,6.5,Aged
Jamaica,"Appleton Estate V/X rum is comprised of 15 rum blends that have been distilled from molasses in copper stills and aged between 5-10 years in oak casks (hence the ""V/X""). After blending, Appleton V/X receives additional aging to unite the flavors before bottling. ",Appleton Estate V/X,267,6.1,Gold
Puerto Rico,,Captain Morgan Black Spiced,270,5.9,Spiced
Colombia,"Dictador iconic product. Dictador 20 Years Old is aged in American Oak ex-Bourbon barrels, then finished in ex-Port casks. Your rum for the special occasion. Taste it neat! ",Dictador 20-Year,287,7.4,Aged
Jamaica,"Myer’s Original Dark Rum is a blend of up to nine different rums of various ages, all of which are distilled using Jamaica's typical production method: pot-stills. The Original Dark Rum is slightly unique in Jamaica however, because some of the molasses used earlier in the process is added back in after distillation. Myers rum has been produced since 1879 and named after its founder, Fred Myers. ",Myers's Original Dark,291,5.6,Dark
Peru,,Millonario XO,293,8.9,Aged
Cuba,,Legendario Elixir de Cuba 7-Year,297,6.4,Gold
Costa Rica,"Ron Centenario 20-Year rum is produced from Costa Rican sugar cane which is turned into molasses before aging in American white oak barrels up to 20 years using the solera aging system. The company producing Ron Centenario 20-Year rum used to be named Seagram de Costa Rica, but in 2002 changed its name to Centenario Internacional. The rum wasn't sold outside of Costa Rica until 2007. ",Centenario 20-Year,299,8.3,Aged
Dominican Republic,,Ron Esclavo XO,143,8.4,Aged
Dominican Republic,"Vizcaya VXOP rum is produced from sugar cane that is distilled in small batches then aged for between 18 and 21 years in bourbon casks. The Oliver & Oliver distillery that produces Vizcaya VXOP rum was founded by Oliver Juanillo in the 1800s. It originally operated in Cuba, but in the 1959 revolution moved to the current Dominican Republic location. ",Vizcaya VXOP 21,144,7.8,Aged
"Virgin Islands, British","Pusser’s British Navy Rum 15-Year is a blend of five rums from Jamaica, Guyana, Trinidad and Barbados which are produced in mainly wooden pot stills. The blend is aged for 15 years.  The company derives its name from the British Navy 'Purser' who distributed a daily 'tot' of rum ration to each sailor - a tradition which lasted from 1655 until 1970. In 1979 Charles Tobias obtained the rights to blend the original recipe of the British Navy Rum. Pusser's British Navy Rum is casually known as “Nelson’s Blood” as a nod to the famous death of Admiral Nelson. After being mortally wounded in a naval battle in 1805, Nelson’s body was preserved in a barrel of rum. ",Pusser's British Navy 15-Year,149,7.9,Aged
United States,,Papas Pilar Dark,150,7.7,Aged
Martinique,,Clement VSOP,150,6.5,Agricole
Mauritius,Arcane Extraroma is a 12-year old solera rum from Mauritius made from pure cane sugar and aged in French oak barrels.  ,Arcane Extraroma 12-Year,149,7.1,Aged
Jamaica,,Wray & Nephew White Overproof,151,6.5,Overproof
Puerto Rico,,Don Q Gran Anejo,153,7.3,Aged
Panama,,Ron de Jeremy XO 15-Year,154,7.3,Aged
Barbados,Kaniche XO rum is produced in Barbados where it is first aged in bourbon casks. It is one of the few rums that is then double aged for a more mellow finished in Pierre Ferrand ex cognac casks at their location in France. ,Kaniche XO,156,7.7,Aged
Saint Lucia,"Admiral Rodney Extra Old rum is produced in St. Lucia using a continuous still, and then aged in American oak casks for an average of 12 years. The rum is named after British Naval Officer Admiral George Rodney, who in 1782 as the Governor of St. Lucia rebuffed the Spanish fleet in the ""Battle of the Saints"". ",Admiral Rodney Extra Old 12-Year,156,7.8,Aged
Dominican Republic,"Matusalem Gran Reserva 23-year rum is the premium version of the Matusalem company's rum, aged an average of 23 years and distilled from molasses using the traditional solera process. ",Matusalem Gran Reserva 23-Year,159,7.1,Aged
Caribbean,,Plantation Barbados Grande Reserve,160,6.5,Aged
Dominican Republic,,Kirk and Sweeney 18-Year,172,8.2,Aged
Panama,Ron Abuelo 7 Años allows us to discover and innovate in our search for the perfect delight in rum.  We are inspired by its qualities and infinite possibilities when it comes down to mixes and food pairing.  It is the result of our passion for producing the best aged rum.  Ron Abuelo 7 Años is a luxurious blend of superb rums aged for 7 years in carefully selected small oak barrels. ,Abuelo Reserva Superior 7-Year,177,6.9,Aged
Haiti,"Barbancourt 5 Star Reserve Especiale 8-Year Rum is agricultural, meaning it's produced from fermented sugar cane juice rather than the more typical molasses. The sugar cane juice is double distilled and aged for eight years in Limousin oak barrels. Dupré Barbancourt created the Barbancourt rum recipe in 1862 in Haiti, where the rum is still produced today. A French national, Barbancourt incorporated traditional French methods including double-distillation in the process. ",Barbancourt 5 Star Reserve Especiale 8-Year,179,6.6,Aged
Colombia,La Hechicera Extra Anejo rum Is distilled using the solera method and aged between 12 and 21 years in American white oak casks. La Hechicera rum has been produced by the The Riasco family for the past two decades. They're the only family-run Rum distillery in Colombia. The rum derives its name from the Spanish word “Hechicera” which translates to “enchantress”. ,La Hechicera Extra Anejo,182,7.7,Aged
Bermuda,Gosling's Family Reserve Old rum is crafted in Bermuda from the same blend as Gosling Black Seal but is aged longer in dark barrels. Each bottle is hand-labelled and numbered.  ,Gosling's Family Reserve Old,186,7.8,Aged
Dominican Republic,,Barcelo Gran Anejo,187,6.1,Aged
"Venezuela, Bolivarian Republic of",,Diplomatico Mantuano,189,6.5,Aged
Puerto Rico,"Originally named Bacardi Black, this rum is now called Bacardi Select. The recipe is the same, which consists of a blend of aged rums, charcoal-filtered once before resting for at least 4 years in American White Oak. ",Bacardi Black,194,4.1,Dark
Cuba,"Havana Club Añejo Reserva Rum is aged five to six years. This rum was not originally intended for public consumption but reserved for Don Navarro, the head master rum-maker for Havana Club. This rum is one of eight produced by Havana Club in Santa Cruz del Norte, Cuba. ",Havana Club Anejo Reserva,195,6.3,Gold
Guyana,"El Dorado 8-year is a medium-bodied premium rum which has been recently added to the El Dorado portfolio. Distilled from fermented molasses, it is a nice option between the heavier 12-year and lighter 5-year counterparts.  ",El Dorado 8-Year,199,6.9,Aged
Caribbean,,Rumbullion Spiced,124,7.5,Spiced
"Virgin Islands, U.S.","Cruzan Single Barrel Rum begins as an assortment of aged rums, distilled in column stills and ranging in vintage up to 12 years. After blending, the rum rests in a new oak barrel for an additional year before bottling. Each bottle of Cruzan Single Barrel rum is poured from only one barrel, which may increase color variance from batch to batch. Cruzan Single Barrel rum is produced by the Nelthropp Family in St. Croix. The name """"Cruzan"""" is derived from island's native population - the “Crucians."" ",Cruzan Single Barrel,125,7.0,Aged
Puerto Rico,"Ron del Barrilito 3 Star rum is produced in Bayamón Puerto Rico by the Fernández family, which has been producing rum in the area since 1804, making it the oldest rum manufacturer in Puerto Rico. The rum is first blended and then aged for a minimum of 6 years. A single barrel of Ron del Barrilito rum was set aside in 1942 called the 'Freedom Barrel.' When Puerto Rico gains its independence the Freedom Barrel will be opened in the Bayamón town square for all to share. ",Ron Del Barrilito 3 Star,125,7.3,Aged
Nicaragua,"A sugar-free 25-year old, ultra premium rum that is sustainably produced (Carbon Neutral & Fair Trade certified). From a 5th generation family estate, it is naturally aged without artificial ingredients, distilled 100% with renewable energy and KOSHER certified. A full-bodied rum with a long and smooth finish that lingers in the palate. Best enjoyed neat or on a rock, and paired with 70% cocoa chocolate. ",Flor de Caña 25-Year,126,8.6,Aged
